mod_num,time_to_create,ntrees,max_depth,min_rows,distribution,learn_rate,learn_rate_annealing,min_split_improvement,sample_rate,nbins,col_sample_rate_per_tree,histogram_type,r_2,r_2_test,mae_test,mse_test
1,2.6419999999998254,100,1,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.5659962022132983,0.5353467248929837,0.4883771873090541,0.5710890868058273
2,4.367999999994936,300,1,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.6074547726970301,0.5683325317868173,0.4797087357600232,0.545009355008913
3,2.3029999999998836,100,3,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.8027375873626617,0.6820542747530254,0.4230261645924447,0.44222347634546155
4,5.356999999996333,300,3,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.8540871364367943,0.71829761706323,0.39930699409413406,0.40680778968282505
5,3.311999999998079,100,7,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.972162797661115,0.7798594809707496,0.3385039750481544,0.33943871661555725
6,11.461000000002969,300,7,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.990340631042525,0.7981064378735959,0.3220977524015366,0.3183294427903854
7,6.389999999999418,100,10,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9915753750864136,0.8081192981431986,0.3074583819763765,0.2950769301684942
8,18.82600000000093,300,10,1,gaussian,0.05,0.99,1e-4,0.632,4,0.8,RoundRobin,0.9982720084388296,0.8184194008546598,0.2941328319784731,0.2831869959734319
9,1.3099999999976717,100,1,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.3291206140613392,0.3136143547758362,0.5148642052702385,0.6394460625413012
10,4.326000000000931,300,1,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.3987533049061597,0.3866235295716368,0.5070632735076133,0.6259073565136543
11,2.3209999999962747,100,3,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.4546503100011996,0.4051956937786475,0.49403252551619675,0.5897728094817998
12,5.368999999998778,300,3,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.5557414553050795,0.49188539901905004,0.48106140451741985,0.5622333181132889
13,4.338999999999942,100,7,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.6284801150417179,0.5148590659494485,0.44088368373340775,0.49285010288408215
14,10.442000000002736,300,7,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.759715712476728,0.6211079980306189,0.41055857894886527,0.4416367930880325
15,6.393000000003667,100,10,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.672785881032134,0.5373732819938595,0.42124359065732175,0.4681571378821327
16,17.52499999999418,300,10,1,gaussian,0.01,0.99,1e-4,0.632,4,0.8,RoundRobin,0.8072234290238713,0.6477163940836153,0.38601123360407086,0.41091344642784866
17,1.3079999999972642,100,1,1,gaussian,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.051904167555641645,0.042093333730698346,0.5459430894906195,0.6926430675525357
18,4.326999999997497,300,1,1,gaussian,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.07500709593272292,0.06348028639417136,0.5431067417753204,0.6871331674379195
19,2.3150000000023283,100,3,1,gaussian,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.07094631069933399,0.058836177295487735,0.542414721939358,0.6843099890258599
20,5.336999999999534,300,3,1,gaussian,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.10331435764699959,0.08880606235396737,0.5380508281945702,0.6750374587237591
21,3.331000000005588,100,7,1,gaussian,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.09894775723225324,0.0756729057925365,0.5365613835818178,0.671175055507957
22,10.43800000000192,300,7,1,gaussian,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.14422620863666769,0.11322501706263699,0.5294002905219146,0.6556018364668326
23,6.382999999994354,100,10,1,gaussian,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.10770274681316039,0.08052844741643828,0.5336241761216395,0.6673209456656892
24,17.528999999994994,300,10,1,gaussian,0.001,0.99,1e-4,0.632,4,0.8,RoundRobin,0.1568517065105326,0.12056609155942255,0.5251004636538665,0.6497791505816338
25,1.3289999999979045,100,1,1,gaussian,0.05,0.9,1e-4,0.632,4,0.8,RoundRobin,0.306496061286783,0.287608180448476,0.5178687356386376,0.6441477485769097
26,1.3070000000006985,300,1,1,gaussian,0.05,0.9,1e-4,0.632,4,0.8,RoundRobin,0.30649789963143914,0.28761016954316887,0.517868524911334,0.6441474115458176
27,2.2950000000055297,100,3,1,gaussian,0.05,0.9,1e-4,0.632,4,0.8,RoundRobin,0.41881709498324904,0.3737695123660446,0.4994614275190649,0.5972975495085459
28,2.301000000006752,300,3,1,gaussian,0.05,0.9,1e-4,0.632,4,0.8,RoundRobin,0.4188194677629078,0.3737717864341795,0.4994610166801563,0.5972968663521634
29,4.413999999997031,100,7,1,gaussian,0.05,0.9,1e-4,0.632,4,0.8,RoundRobin,0.5802004235855254,0.4633592095269842,0.45291162416446396,0.5191600642777059
30,4.401000000005297,300,7,1,gaussian,0.05,0.9,1e-4,0.632,4,0.8,RoundRobin,0.5802036936089943,0.4633620070275748,0.452910844844832,0.5191588316021801
31,6.411000000000058,100,10,1,gaussian,0.05,0.9,1e-4,0.632,4,0.8,RoundRobin,0.622981642129352,0.49413993348077523,0.4328906526625894,0.49415180583743407
32,6.3549999999959255,300,10,1,gaussian,0.05,0.9,1e-4,0.632,4,0.8,RoundRobin,0.6229849563742441,0.494142722175692,0.43288985820402726,0.49415054427279514
33,1.3130000000019209,100,1,1,gaussian,0.01,0.9,1e-4,0.632,4,0.8,RoundRobin,0.08695415063364831,0.07553463567309637,0.541818899919368,0.6846882013883988
34,1.3029999999998836,300,1,1,gaussian,0.01,0.9,1e-4,0.632,4,0.8,RoundRobin,0.08695415063364831,0.07553463567309637,0.541818899919368,0.6846882013883988
35,2.5710000000035507,100,3,1,gaussian,0.01,0.9,1e-4,0.632,4,0.8,RoundRobin,0.11615159769220762,0.10162813787837699,0.5367101590409961,0.6729574368781592
36,2.2839999999996508,300,3,1,gaussian,0.01,0.9,1e-4,0.632,4,0.8,RoundRobin,0.11615159769220762,0.10162813787837699,0.5367101590409961,0.6729574368781592
37,3.3149999999950523,100,7,1,gaussian,0.01,0.9,1e-4,0.632,4,0.8,RoundRobin,0.1635949799886267,0.1304133187184341,0.5256541740567323,0.6504339959706454
38,3.3359999999956926,300,7,1,gaussian,0.01,0.9,1e-4,0.632,4,0.8,RoundRobin,0.1635949799886267,0.1304133187184341,0.5256541740567323,0.6504339959706454
39,5.3379999999961,100,10,1,gaussian,0.01,0.9,1e-4,0.632,4,0.8,RoundRobin,0.1783159724743033,0.13923483487968125,0.5207547050191148,0.644848810899229
40,5.353000000002794,300,10,1,gaussian,0.01,0.9,1e-4,0.632,4,0.8,RoundRobin,0.1783159724743033,0.13923483487968125,0.5207547050191148,0.644848810899229
41,1.3349999999991269,100,1,1,gaussian,0.001,0.9,1e-4,0.632,4,0.8,RoundRobin,0.00946377860527503,0.002000553068025379,0.5513848731746204,0.7036855080129331
42,1.3189999999958673,300,1,1,gaussian,0.001,0.9,1e-4,0.632,4,0.8,RoundRobin,0.00946377860527503,0.002000553068025379,0.5513848731746204,0.7036855080129331
43,1.2860000000000582,100,3,1,gaussian,0.001,0.9,1e-4,0.632,4,0.8,RoundRobin,0.01264717894434142,0.004905184497864035,0.5507807873242079,0.7023518729711982
44,1.3070000000006985,300,3,1,gaussian,0.001,0.9,1e-4,0.632,4,0.8,RoundRobin,0.01264717894434142,0.004905184497864035,0.5507807873242079,0.7023518729711982
45,2.294000000001688,100,7,1,gaussian,0.001,0.9,1e-4,0.632,4,0.8,RoundRobin,0.017828473179899218,0.0081923623978708,0.5495776300726737,0.6998367000275695
46,2.2889999999970314,300,7,1,gaussian,0.001,0.9,1e-4,0.632,4,0.8,RoundRobin,0.017828473179899218,0.0081923623978708,0.5495776300726737,0.6998367000275695
47,4.315000000002328,100,10,1,gaussian,0.001,0.9,1e-4,0.632,4,0.8,RoundRobin,0.019373576861468567,0.009124528326655557,0.5490957145673375,0.6991088963874553
48,4.367999999994936,300,10,1,gaussian,0.001,0.9,1e-4,0.632,4,0.8,RoundRobin,0.019373576861468567,0.009124528326655557,0.5490957145673375,0.6991088963874553
49,1.2930000000051223,100,1,1,gaussian,0.05,0.5,1e-4,0.632,4,0.8,RoundRobin,0.1608993726954291,0.15568148445707508,0.5313578617591238,0.665935671376278
50,1.2799999999988358,300,1,1,gaussian,0.05,0.5,1e-4,0.632,4,0.8,RoundRobin,0.1608993726954291,0.15568148445707508,0.5313578617591238,0.665935671376278
51,1.2770000000018626,100,3,1,gaussian,0.05,0.5,1e-4,0.632,4,0.8,RoundRobin,0.2045262147028264,0.19252065550529862,0.5240337244876527,0.643011700219931
52,1.2740000000048894,300,3,1,gaussian,0.05,0.5,1e-4,0.632,4,0.8,RoundRobin,0.2045262147028264,0.19252065550529862,0.5240337244876527,0.643011700219931
53,1.2780000000057044,100,7,1,gaussian,0.05,0.5,1e-4,0.632,4,0.8,RoundRobin,0.2853877400590834,0.22152153125239327,0.5071527778312074,0.6223235393840315
54,1.282999999995809,300,7,1,gaussian,0.05,0.5,1e-4,0.632,4,0.8,RoundRobin,0.2853877400590834,0.22152153125239327,0.5071527778312074,0.6223235393840315
55,1.3060000000041327,100,10,1,gaussian,0.05,0.5,1e-4,0.632,4,0.8,RoundRobin,0.3072521019862645,0.23571776848852977,0.49981444238307843,0.6127180003121441
56,1.2769999999945867,300,10,1,gaussian,0.05,0.5,1e-4,0.632,4,0.8,RoundRobin,0.3072521019862645,0.23571776848852977,0.49981444238307843,0.6127180003121441
57,1.275999999998021,100,1,1,gaussian,0.01,0.5,1e-4,0.632,4,0.8,RoundRobin,0.03665772471327311,0.03009236398216497,0.5474699606920387,0.6956524186988874
58,1.2710000000006403,300,1,1,gaussian,0.01,0.5,1e-4,0.632,4,0.8,RoundRobin,0.03665772471327311,0.03009236398216497,0.5474699606920387,0.6956524186988874
59,1.2860000000000582,100,3,1,gaussian,0.01,0.5,1e-4,0.632,4,0.8,RoundRobin,0.045796368393700604,0.038169458828708036,0.5456379519951656,0.6907621496654083
60,1.2930000000051223,300,3,1,gaussian,0.01,0.5,1e-4,0.632,4,0.8,RoundRobin,0.045796368393700604,0.038169458828708036,0.5456379519951656,0.6907621496654083
61,1.312000000005355,100,7,1,gaussian,0.01,0.5,1e-4,0.632,4,0.8,RoundRobin,0.06424217816789657,0.045142866942755044,0.5421778067406375,0.6858885044537393
62,1.2929999999978463,300,7,1,gaussian,0.01,0.5,1e-4,0.632,4,0.8,RoundRobin,0.06424217816789657,0.045142866942755044,0.5421778067406375,0.6858885044537393
63,1.2770000000018626,100,10,1,gaussian,0.01,0.5,1e-4,0.632,4,0.8,RoundRobin,0.06907918644517452,0.04817650013957775,0.5407155300846616,0.6835450269727809
64,1.2850000000034925,300,10,1,gaussian,0.01,0.5,1e-4,0.632,4,0.8,RoundRobin,0.06907918644517452,0.04817650013957775,0.5407155300846616,0.6835450269727809
65,1.3029999999998836,100,1,1,gaussian,0.001,0.5,1e-4,0.632,4,0.8,RoundRobin,0.003773577683961804,-0.0031185030191462904,0.5520568326693587,0.7051277190040468
66,1.2950000000055297,300,1,1,gaussian,0.001,0.5,1e-4,0.632,4,0.8,RoundRobin,0.003773577683961804,-0.0031185030191462904,0.5520568326693587,0.7051277190040468
67,1.2949999999982538,100,3,1,gaussian,0.001,0.5,1e-4,0.632,4,0.8,RoundRobin,0.004690249431331228,-0.0023320648142195477,0.5518620328120543,0.7046503269731772
68,1.2809999999954016,300,3,1,gaussian,0.001,0.5,1e-4,0.632,4,0.8,RoundRobin,0.004690249431331228,-0.0023320648142195477,0.5518620328120543,0.7046503269731772
69,1.2690000000002328,100,7,1,gaussian,0.001,0.5,1e-4,0.632,4,0.8,RoundRobin,0.006593340259777092,-0.0015027590273266611,0.5514588699007131,0.7041079477605371
70,1.3170000000027358,300,7,1,gaussian,0.001,0.5,1e-4,0.632,4,0.8,RoundRobin,0.006593340259777092,-0.0015027590273266611,0.5514588699007131,0.7041079477605371
71,1.2850000000034925,100,10,1,gaussian,0.001,0.5,1e-4,0.632,4,0.8,RoundRobin,0.00708292888023121,-0.001272623620343305,0.5513631150735951,0.7039741657368754
72,1.2920000000012806,300,10,1,gaussian,0.001,0.5,1e-4,0.632,4,0.8,RoundRobin,0.00708292888023121,-0.001272623620343305,0.5513631150735951,0.7039741657368754
